Date,Type,Million Standard Cubic Metres,Terajoules,1000 Metric Tons
01/01/2009,Production,0,0,0
01/01/2009,Receipts from Other Sources,0,0,0
01/01/2009,Imports,0,0,0
01/01/2009,LNG,0,0,0
01/01/2009,Pipeline,0,0,0
01/01/2009,Exports,0,0,0
01/01/2009,LNG,0,0,0
01/01/2009,Pipeline,0,0,0
01/01/2009,Stock Change,0,0,0
01/01/2009,Gross Inland Deliveries (Calculated),0,0,0
01/01/2009,Statistical Difference (Calculated),0,0,0
01/01/2009,Gross Inland Deliveries (Observed),0,0,0
01/01/2009,of which: Electricity and Heat Generation,0,0,0
01/01/2009,Closing Stocks,0,0,0
01/02/2009,Production,0,0,0
01/02/2009,Receipts from Other Sources,0,0,0
01/02/2009,Imports,0,0,0
01/02/2009,LNG,0,0,0
01/02/2009,Pipeline,0,0,0
01/02/2009,Exports,0,0,0
01/02/2009,LNG,0,0,0
01/02/2009,Pipeline,0,0,0
01/02/2009,Stock Change,0,0,0
01/02/2009,Gross Inland Deliveries (Calculated),0,0,0
01/02/2009,Statistical Difference (Calculated),0,0,0
01/02/2009,Gross Inland Deliveries (Observed),0,0,0
01/02/2009,of which: Electricity and Heat Generation,0,0,0
01/02/2009,Closing Stocks,0,0,0
01/03/2009,Production,0,0,0
01/03/2009,Receipts from Other Sources,0,0,0
01/03/2009,Imports,0,0,0
01/03/2009,LNG,0,0,0
01/03/2009,Pipeline,0,0,0
01/03/2009,Exports,0,0,0
01/03/2009,LNG,0,0,0
01/03/2009,Pipeline,0,0,0
01/03/2009,Stock Change,0,0,0
01/03/2009,Gross Inland Deliveries (Calculated),0,0,0
01/03/2009,Statistical Difference (Calculated),0,0,0
01/03/2009,Gross Inland Deliveries (Observed),0,0,0
01/03/2009,of which: Electricity and Heat Generation,0,0,0
01/03/2009,Closing Stocks,0,0,0
01/04/2009,Production,0,0,0
01/04/2009,Receipts from Other Sources,0,0,0
01/04/2009,Imports,0,0,0
01/04/2009,LNG,0,0,0
01/04/2009,Pipeline,0,0,0
01/04/2009,Exports,0,0,0
01/04/2009,LNG,0,0,0
01/04/2009,Pipeline,0,0,0
01/04/2009,Stock Change,0,0,0
01/04/2009,Gross Inland Deliveries (Calculated),0,0,0
01/04/2009,Statistical Difference (Calculated),0,0,0
01/04/2009,Gross Inland Deliveries (Observed),0,0,0
01/04/2009,of which: Electricity and Heat Generation,0,0,0
01/04/2009,Closing Stocks,0,0,0
01/05/2009,Production,0,0,0
01/05/2009,Receipts from Other Sources,0,0,0
01/05/2009,Imports,0,0,0
01/05/2009,LNG,0,0,0
01/05/2009,Pipeline,0,0,0
01/05/2009,Exports,0,0,0
01/05/2009,LNG,0,0,0
01/05/2009,Pipeline,0,0,0
01/05/2009,Stock Change,0,0,0
01/05/2009,Gross Inland Deliveries (Calculated),0,0,0
01/05/2009,Statistical Difference (Calculated),0,0,0
01/05/2009,Gross Inland Deliveries (Observed),0,0,0
01/05/2009,of which: Electricity and Heat Generation,0,0,0
01/05/2009,Closing Stocks,0,0,0
01/06/2009,Production,0,0,0
01/06/2009,Receipts from Other Sources,0,0,0
01/06/2009,Imports,0,0,0
01/06/2009,LNG,0,0,0
01/06/2009,Pipeline,0,0,0
01/06/2009,Exports,0,0,0
01/06/2009,LNG,0,0,0
01/06/2009,Pipeline,0,0,0
01/06/2009,Stock Change,0,0,0
01/06/2009,Gross Inland Deliveries (Calculated),0,0,0
01/06/2009,Statistical Difference (Calculated),0,0,0
01/06/2009,Gross Inland Deliveries (Observed),0,0,0
01/06/2009,of which: Electricity and Heat Generation,0,0,0
01/06/2009,Closing Stocks,0,0,0
01/07/2009,Production,0,0,0
01/07/2009,Receipts from Other Sources,0,0,0
01/07/2009,Imports,0,0,0
01/07/2009,LNG,0,0,0
01/07/2009,Pipeline,0,0,0
01/07/2009,Exports,0,0,0
01/07/2009,LNG,0,0,0
01/07/2009,Pipeline,0,0,0
01/07/2009,Stock Change,0,0,0
01/07/2009,Gross Inland Deliveries (Calculated),0,0,0
01/07/2009,Statistical Difference (Calculated),0,0,0
01/07/2009,Gross Inland Deliveries (Observed),0,0,0
01/07/2009,of which: Electricity and Heat Generation,0,0,0
01/07/2009,Closing Stocks,0,0,0
01/08/2009,Production,0,0,0
01/08/2009,Receipts from Other Sources,0,0,0
01/08/2009,Imports,0,0,0
01/08/2009,LNG,0,0,0
01/08/2009,Pipeline,0,0,0
01/08/2009,Exports,0,0,0
01/08/2009,LNG,0,0,0
01/08/2009,Pipeline,0,0,0
01/08/2009,Stock Change,0,0,0
01/08/2009,Gross Inland Deliveries (Calculated),0,0,0
01/08/2009,Statistical Difference (Calculated),0,0,0
01/08/2009,Gross Inland Deliveries (Observed),0,0,0
01/08/2009,of which: Electricity and Heat Generation,0,0,0
01/08/2009,Closing Stocks,0,0,0
01/09/2009,Production,0,0,0
01/09/2009,Receipts from Other Sources,0,0,0
01/09/2009,Imports,0,0,0
01/09/2009,LNG,0,0,0
01/09/2009,Pipeline,0,0,0
01/09/2009,Exports,0,0,0
01/09/2009,LNG,0,0,0
01/09/2009,Pipeline,0,0,0
01/09/2009,Stock Change,0,0,0
01/09/2009,Gross Inland Deliveries (Calculated),0,0,0
01/09/2009,Statistical Difference (Calculated),0,0,0
01/09/2009,Gross Inland Deliveries (Observed),0,0,0
01/09/2009,of which: Electricity and Heat Generation,0,0,0
01/09/2009,Closing Stocks,0,0,0
01/10/2009,Production,0,0,0
01/10/2009,Receipts from Other Sources,0,0,0
01/10/2009,Imports,0,0,0
01/10/2009,LNG,0,0,0
01/10/2009,Pipeline,0,0,0
01/10/2009,Exports,0,0,0
01/10/2009,LNG,0,0,0
01/10/2009,Pipeline,0,0,0
01/10/2009,Stock Change,0,0,0
01/10/2009,Gross Inland Deliveries (Calculated),0,0,0
01/10/2009,Statistical Difference (Calculated),0,0,0
01/10/2009,Gross Inland Deliveries (Observed),0,0,0
01/10/2009,of which: Electricity and Heat Generation,0,0,0
01/10/2009,Closing Stocks,0,0,0
01/11/2009,Production,0,0,0
01/11/2009,Receipts from Other Sources,0,0,0
01/11/2009,Imports,0,0,0
01/11/2009,LNG,0,0,0
01/11/2009,Pipeline,0,0,0
01/11/2009,Exports,0,0,0
01/11/2009,LNG,0,0,0
01/11/2009,Pipeline,0,0,0
01/11/2009,Stock Change,0,0,0
01/11/2009,Gross Inland Deliveries (Calculated),0,0,0
01/11/2009,Statistical Difference (Calculated),0,0,0
01/11/2009,Gross Inland Deliveries (Observed),0,0,0
01/11/2009,of which: Electricity and Heat Generation,0,0,0
01/11/2009,Closing Stocks,0,0,0
01/12/2009,Production,0,0,0
01/12/2009,Receipts from Other Sources,0,0,0
01/12/2009,Imports,0,0,0
01/12/2009,LNG,0,0,0
01/12/2009,Pipeline,0,0,0
01/12/2009,Exports,0,0,0
01/12/2009,LNG,0,0,0
01/12/2009,Pipeline,0,0,0
01/12/2009,Stock Change,0,0,0
01/12/2009,Gross Inland Deliveries (Calculated),0,0,0
01/12/2009,Statistical Difference (Calculated),0,0,0
01/12/2009,Gross Inland Deliveries (Observed),0,0,0
01/12/2009,of which: Electricity and Heat Generation,0,0,0
01/12/2009,Closing Stocks,0,0,0
01/01/2010,Production,0,0,0
01/01/2010,Receipts from Other Sources,0,0,0
01/01/2010,Imports,0,0,0
01/01/2010,LNG,0,0,0
01/01/2010,Pipeline,0,0,0
01/01/2010,Exports,0,0,0
01/01/2010,LNG,0,0,0
01/01/2010,Pipeline,0,0,0
01/01/2010,Stock Change,0,0,0
01/01/2010,Gross Inland Deliveries (Calculated),0,0,0
01/01/2010,Statistical Difference (Calculated),0,0,0
01/01/2010,Gross Inland Deliveries (Observed),0,0,0
01/01/2010,of which: Electricity and Heat Generation,0,0,0
01/01/2010,Closing Stocks,0,0,0
01/02/2010,Production,0,0,0
01/02/2010,Receipts from Other Sources,0,0,0
01/02/2010,Imports,0,0,0
01/02/2010,LNG,0,0,0
01/02/2010,Pipeline,0,0,0
01/02/2010,Exports,0,0,0
01/02/2010,LNG,0,0,0
01/02/2010,Pipeline,0,0,0
01/02/2010,Stock Change,0,0,0
01/02/2010,Gross Inland Deliveries (Calculated),0,0,0
01/02/2010,Statistical Difference (Calculated),0,0,0
01/02/2010,Gross Inland Deliveries (Observed),0,0,0
01/02/2010,of which: Electricity and Heat Generation,0,0,0
01/02/2010,Closing Stocks,0,0,0
01/03/2010,Production,0,0,0
01/03/2010,Receipts from Other Sources,0,0,0
01/03/2010,Imports,0,0,0
01/03/2010,LNG,0,0,0
01/03/2010,Pipeline,0,0,0
01/03/2010,Exports,0,0,0
01/03/2010,LNG,0,0,0
01/03/2010,Pipeline,0,0,0
01/03/2010,Stock Change,0,0,0
01/03/2010,Gross Inland Deliveries (Calculated),0,0,0
01/03/2010,Statistical Difference (Calculated),0,0,0
01/03/2010,Gross Inland Deliveries (Observed),0,0,0
01/03/2010,of which: Electricity and Heat Generation,0,0,0
01/03/2010,Closing Stocks,0,0,0
01/04/2010,Production,0,0,0
01/04/2010,Receipts from Other Sources,0,0,0
01/04/2010,Imports,0,0,0
01/04/2010,LNG,0,0,0
01/04/2010,Pipeline,0,0,0
01/04/2010,Exports,0,0,0
01/04/2010,LNG,0,0,0
01/04/2010,Pipeline,0,0,0
01/04/2010,Stock Change,0,0,0
01/04/2010,Gross Inland Deliveries (Calculated),0,0,0
01/04/2010,Statistical Difference (Calculated),0,0,0
01/04/2010,Gross Inland Deliveries (Observed),0,0,0
01/04/2010,of which: Electricity and Heat Generation,0,0,0
01/04/2010,Closing Stocks,0,0,0
01/05/2010,Production,0,0,0
01/05/2010,Receipts from Other Sources,0,0,0
01/05/2010,Imports,0,0,0
01/05/2010,LNG,0,0,0
01/05/2010,Pipeline,0,0,0
01/05/2010,Exports,0,0,0
01/05/2010,LNG,0,0,0
01/05/2010,Pipeline,0,0,0
01/05/2010,Stock Change,0,0,0
01/05/2010,Gross Inland Deliveries (Calculated),0,0,0
01/05/2010,Statistical Difference (Calculated),0,0,0
01/05/2010,Gross Inland Deliveries (Observed),0,0,0
01/05/2010,of which: Electricity and Heat Generation,0,0,0
01/05/2010,Closing Stocks,0,0,0
01/06/2010,Production,0,0,0
01/06/2010,Receipts from Other Sources,0,0,0
01/06/2010,Imports,0,0,0
01/06/2010,LNG,0,0,0
01/06/2010,Pipeline,0,0,0
01/06/2010,Exports,0,0,0
01/06/2010,LNG,0,0,0
01/06/2010,Pipeline,0,0,0
01/06/2010,Stock Change,0,0,0
01/06/2010,Gross Inland Deliveries (Calculated),0,0,0
01/06/2010,Statistical Difference (Calculated),0,0,0
01/06/2010,Gross Inland Deliveries (Observed),0,0,0
01/06/2010,of which: Electricity and Heat Generation,0,0,0
01/06/2010,Closing Stocks,0,0,0
01/07/2010,Production,0,0,0
01/07/2010,Receipts from Other Sources,0,0,0
01/07/2010,Imports,0,0,0
01/07/2010,LNG,0,0,0
01/07/2010,Pipeline,0,0,0
01/07/2010,Exports,0,0,0
01/07/2010,LNG,0,0,0
01/07/2010,Pipeline,0,0,0
01/07/2010,Stock Change,0,0,0
01/07/2010,Gross Inland Deliveries (Calculated),0,0,0
01/07/2010,Statistical Difference (Calculated),0,0,0
01/07/2010,Gross Inland Deliveries (Observed),0,0,0
01/07/2010,of which: Electricity and Heat Generation,0,0,0
01/07/2010,Closing Stocks,0,0,0
01/08/2010,Production,0,0,0
01/08/2010,Receipts from Other Sources,0,0,0
01/08/2010,Imports,0,0,0
01/08/2010,LNG,0,0,0
01/08/2010,Pipeline,0,0,0
01/08/2010,Exports,0,0,0
01/08/2010,LNG,0,0,0
01/08/2010,Pipeline,0,0,0
01/08/2010,Stock Change,0,0,0
01/08/2010,Gross Inland Deliveries (Calculated),0,0,0
01/08/2010,Statistical Difference (Calculated),0,0,0
01/08/2010,Gross Inland Deliveries (Observed),0,0,0
01/08/2010,of which: Electricity and Heat Generation,0,0,0
01/08/2010,Closing Stocks,0,0,0
01/09/2010,Production,0,0,0
01/09/2010,Receipts from Other Sources,0,0,0
01/09/2010,Imports,0,0,0
01/09/2010,LNG,0,0,0
01/09/2010,Pipeline,0,0,0
01/09/2010,Exports,0,0,0
01/09/2010,LNG,0,0,0
01/09/2010,Pipeline,0,0,0
01/09/2010,Stock Change,0,0,0
01/09/2010,Gross Inland Deliveries (Calculated),0,0,0
01/09/2010,Statistical Difference (Calculated),0,0,0
01/09/2010,Gross Inland Deliveries (Observed),0,0,0
01/09/2010,of which: Electricity and Heat Generation,0,0,0
01/09/2010,Closing Stocks,0,0,0
01/10/2010,Production,0,0,0
01/10/2010,Receipts from Other Sources,0,0,0
01/10/2010,Imports,0,0,0
01/10/2010,LNG,0,0,0
01/10/2010,Pipeline,0,0,0
01/10/2010,Exports,0,0,0
01/10/2010,LNG,0,0,0
01/10/2010,Pipeline,0,0,0
01/10/2010,Stock Change,0,0,0
01/10/2010,Gross Inland Deliveries (Calculated),0,0,0
01/10/2010,Statistical Difference (Calculated),0,0,0
01/10/2010,Gross Inland Deliveries (Observed),0,0,0
01/10/2010,of which: Electricity and Heat Generation,0,0,0
01/10/2010,Closing Stocks,0,0,0
01/11/2010,Production,0,0,0
01/11/2010,Receipts from Other Sources,0,0,0
01/11/2010,Imports,0,0,0
01/11/2010,LNG,0,0,0
01/11/2010,Pipeline,0,0,0
01/11/2010,Exports,0,0,0
01/11/2010,LNG,0,0,0
01/11/2010,Pipeline,0,0,0
01/11/2010,Stock Change,0,0,0
01/11/2010,Gross Inland Deliveries (Calculated),0,0,0
01/11/2010,Statistical Difference (Calculated),0,0,0
01/11/2010,Gross Inland Deliveries (Observed),0,0,0
01/11/2010,of which: Electricity and Heat Generation,0,0,0
01/11/2010,Closing Stocks,0,0,0
01/12/2010,Production,0,0,0
01/12/2010,Receipts from Other Sources,0,0,0
01/12/2010,Imports,0,0,0
01/12/2010,LNG,0,0,0
01/12/2010,Pipeline,0,0,0
01/12/2010,Exports,0,0,0
01/12/2010,LNG,0,0,0
01/12/2010,Pipeline,0,0,0
01/12/2010,Stock Change,0,0,0
01/12/2010,Gross Inland Deliveries (Calculated),0,0,0
01/12/2010,Statistical Difference (Calculated),0,0,0
01/12/2010,Gross Inland Deliveries (Observed),0,0,0
01/12/2010,of which: Electricity and Heat Generation,0,0,0
01/12/2010,Closing Stocks,0,0,0
01/01/2011,Production,0,0,0
01/01/2011,Receipts from Other Sources,0,0,0
01/01/2011,Imports,0,0,0
01/01/2011,LNG,0,0,0
01/01/2011,Pipeline,0,0,0
01/01/2011,Exports,0,0,0
01/01/2011,LNG,0,0,0
01/01/2011,Pipeline,0,0,0
01/01/2011,Stock Change,0,0,0
01/01/2011,Gross Inland Deliveries (Calculated),0,0,0
01/01/2011,Statistical Difference (Calculated),0,0,0
01/01/2011,Gross Inland Deliveries (Observed),0,0,0
01/01/2011,of which: Electricity and Heat Generation,0,0,0
01/01/2011,Closing Stocks,0,0,0
01/02/2011,Production,0,0,0
01/02/2011,Receipts from Other Sources,0,0,0
01/02/2011,Imports,0,0,0
01/02/2011,LNG,0,0,0
01/02/2011,Pipeline,0,0,0
01/02/2011,Exports,0,0,0
01/02/2011,LNG,0,0,0
01/02/2011,Pipeline,0,0,0
01/02/2011,Stock Change,0,0,0
01/02/2011,Gross Inland Deliveries (Calculated),0,0,0
01/02/2011,Statistical Difference (Calculated),0,0,0
01/02/2011,Gross Inland Deliveries (Observed),0,0,0
01/02/2011,of which: Electricity and Heat Generation,0,0,0
01/02/2011,Closing Stocks,0,0,0
01/03/2011,Production,0,0,0
01/03/2011,Receipts from Other Sources,0,0,0
01/03/2011,Imports,0,0,0
01/03/2011,LNG,0,0,0
01/03/2011,Pipeline,0,0,0
01/03/2011,Exports,0,0,0
01/03/2011,LNG,0,0,0
01/03/2011,Pipeline,0,0,0
01/03/2011,Stock Change,0,0,0
01/03/2011,Gross Inland Deliveries (Calculated),0,0,0
01/03/2011,Statistical Difference (Calculated),0,0,0
01/03/2011,Gross Inland Deliveries (Observed),0,0,0
01/03/2011,of which: Electricity and Heat Generation,0,0,0
01/03/2011,Closing Stocks,0,0,0
01/04/2011,Production,0,0,0
01/04/2011,Receipts from Other Sources,0,0,0
01/04/2011,Imports,0,0,0
01/04/2011,LNG,0,0,0
01/04/2011,Pipeline,0,0,0
01/04/2011,Exports,0,0,0
01/04/2011,LNG,0,0,0
01/04/2011,Pipeline,0,0,0
01/04/2011,Stock Change,0,0,0
01/04/2011,Gross Inland Deliveries (Calculated),0,0,0
01/04/2011,Statistical Difference (Calculated),0,0,0
01/04/2011,Gross Inland Deliveries (Observed),0,0,0
01/04/2011,of which: Electricity and Heat Generation,0,0,0
01/04/2011,Closing Stocks,0,0,0
01/05/2011,Production,0,0,0
01/05/2011,Receipts from Other Sources,0,0,0
01/05/2011,Imports,0,0,0
01/05/2011,LNG,0,0,0
01/05/2011,Pipeline,0,0,0
01/05/2011,Exports,0,0,0
01/05/2011,LNG,0,0,0
01/05/2011,Pipeline,0,0,0
01/05/2011,Stock Change,0,0,0
01/05/2011,Gross Inland Deliveries (Calculated),0,0,0
01/05/2011,Statistical Difference (Calculated),0,0,0
01/05/2011,Gross Inland Deliveries (Observed),0,0,0
01/05/2011,of which: Electricity and Heat Generation,0,0,0
01/05/2011,Closing Stocks,0,0,0
01/06/2011,Production,0,0,0
01/06/2011,Receipts from Other Sources,0,0,0
01/06/2011,Imports,0,0,0
01/06/2011,LNG,0,0,0
01/06/2011,Pipeline,0,0,0
01/06/2011,Exports,0,0,0
01/06/2011,LNG,0,0,0
01/06/2011,Pipeline,0,0,0
01/06/2011,Stock Change,0,0,0
01/06/2011,Gross Inland Deliveries (Calculated),0,0,0
01/06/2011,Statistical Difference (Calculated),0,0,0
01/06/2011,Gross Inland Deliveries (Observed),0,0,0
01/06/2011,of which: Electricity and Heat Generation,0,0,0
01/06/2011,Closing Stocks,0,0,0
01/07/2011,Production,0,0,0
01/07/2011,Receipts from Other Sources,0,0,0
01/07/2011,Imports,0,0,0
01/07/2011,LNG,0,0,0
01/07/2011,Pipeline,0,0,0
01/07/2011,Exports,0,0,0
01/07/2011,LNG,0,0,0
01/07/2011,Pipeline,0,0,0
01/07/2011,Stock Change,0,0,0
01/07/2011,Gross Inland Deliveries (Calculated),0,0,0
01/07/2011,Statistical Difference (Calculated),0,0,0
01/07/2011,Gross Inland Deliveries (Observed),0,0,0
01/07/2011,of which: Electricity and Heat Generation,0,0,0
01/07/2011,Closing Stocks,0,0,0
01/08/2011,Production,0,0,0
01/08/2011,Receipts from Other Sources,0,0,0
01/08/2011,Imports,0,0,0
01/08/2011,LNG,0,0,0
01/08/2011,Pipeline,0,0,0
01/08/2011,Exports,0,0,0
01/08/2011,LNG,0,0,0
01/08/2011,Pipeline,0,0,0
01/08/2011,Stock Change,0,0,0
01/08/2011,Gross Inland Deliveries (Calculated),0,0,0
01/08/2011,Statistical Difference (Calculated),0,0,0
01/08/2011,Gross Inland Deliveries (Observed),0,0,0
01/08/2011,of which: Electricity and Heat Generation,0,0,0
01/08/2011,Closing Stocks,0,0,0
01/09/2011,Production,0,0,0
01/09/2011,Receipts from Other Sources,0,0,0
01/09/2011,Imports,0,0,0
01/09/2011,LNG,0,0,0
01/09/2011,Pipeline,0,0,0
01/09/2011,Exports,0,0,0
01/09/2011,LNG,0,0,0
01/09/2011,Pipeline,0,0,0
01/09/2011,Stock Change,0,0,0
01/09/2011,Gross Inland Deliveries (Calculated),0,0,0
01/09/2011,Statistical Difference (Calculated),0,0,0
01/09/2011,Gross Inland Deliveries (Observed),0,0,0
01/09/2011,of which: Electricity and Heat Generation,0,0,0
01/09/2011,Closing Stocks,0,0,0
01/10/2011,Production,0,0,0
01/10/2011,Receipts from Other Sources,0,0,0
01/10/2011,Imports,0,0,0
01/10/2011,LNG,0,0,0
01/10/2011,Pipeline,0,0,0
01/10/2011,Exports,0,0,0
01/10/2011,LNG,0,0,0
01/10/2011,Pipeline,0,0,0
01/10/2011,Stock Change,0,0,0
01/10/2011,Gross Inland Deliveries (Calculated),0,0,0
01/10/2011,Statistical Difference (Calculated),0,0,0
01/10/2011,Gross Inland Deliveries (Observed),0,0,0
01/10/2011,of which: Electricity and Heat Generation,0,0,0
01/10/2011,Closing Stocks,0,0,0
01/11/2011,Production,0,0,0
01/11/2011,Receipts from Other Sources,0,0,0
01/11/2011,Imports,0,0,0
01/11/2011,LNG,0,0,0
01/11/2011,Pipeline,0,0,0
01/11/2011,Exports,0,0,0
01/11/2011,LNG,0,0,0
01/11/2011,Pipeline,0,0,0
01/11/2011,Stock Change,0,0,0
01/11/2011,Gross Inland Deliveries (Calculated),0,0,0
01/11/2011,Statistical Difference (Calculated),0,0,0
01/11/2011,Gross Inland Deliveries (Observed),0,0,0
01/11/2011,of which: Electricity and Heat Generation,0,0,0
01/11/2011,Closing Stocks,0,0,0
01/12/2011,Production,0,0,0
01/12/2011,Receipts from Other Sources,0,0,0
01/12/2011,Imports,0,0,0
01/12/2011,LNG,0,0,0
01/12/2011,Pipeline,0,0,0
01/12/2011,Exports,0,0,0
01/12/2011,LNG,0,0,0
01/12/2011,Pipeline,0,0,0
01/12/2011,Stock Change,0,0,0
01/12/2011,Gross Inland Deliveries (Calculated),0,0,0
01/12/2011,Statistical Difference (Calculated),0,0,0
01/12/2011,Gross Inland Deliveries (Observed),0,0,0
01/12/2011,of which: Electricity and Heat Generation,0,0,0
01/12/2011,Closing Stocks,0,0,0
01/01/2012,Production,0,0,0
01/01/2012,Receipts from Other Sources,0,0,0
01/01/2012,Imports,0,0,0
01/01/2012,LNG,0,0,0
01/01/2012,Pipeline,0,0,0
01/01/2012,Exports,0,0,0
01/01/2012,LNG,0,0,0
01/01/2012,Pipeline,0,0,0
01/01/2012,Stock Change,0,0,0
01/01/2012,Gross Inland Deliveries (Calculated),0,0,0
01/01/2012,Statistical Difference (Calculated),0,0,0
01/01/2012,Gross Inland Deliveries (Observed),0,0,0
01/01/2012,of which: Electricity and Heat Generation,0,0,0
01/01/2012,Closing Stocks,0,0,0
01/02/2012,Production,0,0,0
01/02/2012,Receipts from Other Sources,0,0,0
01/02/2012,Imports,0,0,0
01/02/2012,LNG,0,0,0
01/02/2012,Pipeline,0,0,0
01/02/2012,Exports,0,0,0
01/02/2012,LNG,0,0,0
01/02/2012,Pipeline,0,0,0
01/02/2012,Stock Change,0,0,0
01/02/2012,Gross Inland Deliveries (Calculated),0,0,0
01/02/2012,Statistical Difference (Calculated),0,0,0
01/02/2012,Gross Inland Deliveries (Observed),0,0,0
01/02/2012,of which: Electricity and Heat Generation,0,0,0
01/02/2012,Closing Stocks,0,0,0
01/03/2012,Production,0,0,0
01/03/2012,Receipts from Other Sources,0,0,0
01/03/2012,Imports,0,0,0
01/03/2012,LNG,0,0,0
01/03/2012,Pipeline,0,0,0
01/03/2012,Exports,0,0,0
01/03/2012,LNG,0,0,0
01/03/2012,Pipeline,0,0,0
01/03/2012,Stock Change,0,0,0
01/03/2012,Gross Inland Deliveries (Calculated),0,0,0
01/03/2012,Statistical Difference (Calculated),0,0,0
01/03/2012,Gross Inland Deliveries (Observed),0,0,0
01/03/2012,of which: Electricity and Heat Generation,0,0,0
01/03/2012,Closing Stocks,0,0,0
01/04/2012,Production,0,0,0
01/04/2012,Receipts from Other Sources,0,0,0
01/04/2012,Imports,0,0,0
01/04/2012,LNG,0,0,0
01/04/2012,Pipeline,0,0,0
01/04/2012,Exports,0,0,0
01/04/2012,LNG,0,0,0
01/04/2012,Pipeline,0,0,0
01/04/2012,Stock Change,0,0,0
01/04/2012,Gross Inland Deliveries (Calculated),0,0,0
01/04/2012,Statistical Difference (Calculated),0,0,0
01/04/2012,Gross Inland Deliveries (Observed),0,0,0
01/04/2012,of which: Electricity and Heat Generation,0,0,0
01/04/2012,Closing Stocks,0,0,0
01/05/2012,Production,0,0,0
01/05/2012,Receipts from Other Sources,0,0,0
01/05/2012,Imports,0,0,0
01/05/2012,LNG,0,0,0
01/05/2012,Pipeline,0,0,0
01/05/2012,Exports,0,0,0
01/05/2012,LNG,0,0,0
01/05/2012,Pipeline,0,0,0
01/05/2012,Stock Change,0,0,0
01/05/2012,Gross Inland Deliveries (Calculated),0,0,0
01/05/2012,Statistical Difference (Calculated),0,0,0
01/05/2012,Gross Inland Deliveries (Observed),0,0,0
01/05/2012,of which: Electricity and Heat Generation,0,0,0
01/05/2012,Closing Stocks,0,0,0
01/06/2012,Production,0,0,0
01/06/2012,Receipts from Other Sources,0,0,0
01/06/2012,Imports,0,0,0
01/06/2012,LNG,0,0,0
01/06/2012,Pipeline,0,0,0
01/06/2012,Exports,0,0,0
01/06/2012,LNG,0,0,0
01/06/2012,Pipeline,0,0,0
01/06/2012,Stock Change,0,0,0
01/06/2012,Gross Inland Deliveries (Calculated),0,0,0
01/06/2012,Statistical Difference (Calculated),0,0,0
01/06/2012,Gross Inland Deliveries (Observed),0,0,0
01/06/2012,of which: Electricity and Heat Generation,0,0,0
01/06/2012,Closing Stocks,0,0,0
01/07/2012,Production,0,0,0
01/07/2012,Receipts from Other Sources,0,0,0
01/07/2012,Imports,0,0,0
01/07/2012,LNG,0,0,0
01/07/2012,Pipeline,0,0,0
01/07/2012,Exports,0,0,0
01/07/2012,LNG,0,0,0
01/07/2012,Pipeline,0,0,0
01/07/2012,Stock Change,0,0,0
01/07/2012,Gross Inland Deliveries (Calculated),0,0,0
01/07/2012,Statistical Difference (Calculated),0,0,0
01/07/2012,Gross Inland Deliveries (Observed),0,0,0
01/07/2012,of which: Electricity and Heat Generation,0,0,0
01/07/2012,Closing Stocks,0,0,0
01/08/2012,Production,0,0,0
01/08/2012,Receipts from Other Sources,0,0,0
01/08/2012,Imports,0,0,0
01/08/2012,LNG,0,0,0
01/08/2012,Pipeline,0,0,0
01/08/2012,Exports,0,0,0
01/08/2012,LNG,0,0,0
01/08/2012,Pipeline,0,0,0
01/08/2012,Stock Change,0,0,0
01/08/2012,Gross Inland Deliveries (Calculated),0,0,0
01/08/2012,Statistical Difference (Calculated),0,0,0
01/08/2012,Gross Inland Deliveries (Observed),0,0,0
01/08/2012,of which: Electricity and Heat Generation,0,0,0
01/08/2012,Closing Stocks,0,0,0
01/09/2012,Production,0,0,0
01/09/2012,Receipts from Other Sources,0,0,0
01/09/2012,Imports,0,0,0
01/09/2012,LNG,0,0,0
01/09/2012,Pipeline,0,0,0
01/09/2012,Exports,0,0,0
01/09/2012,LNG,0,0,0
01/09/2012,Pipeline,0,0,0
01/09/2012,Stock Change,0,0,0
01/09/2012,Gross Inland Deliveries (Calculated),0,0,0
01/09/2012,Statistical Difference (Calculated),0,0,0
01/09/2012,Gross Inland Deliveries (Observed),0,0,0
01/09/2012,of which: Electricity and Heat Generation,0,0,0
01/09/2012,Closing Stocks,0,0,0
01/10/2012,Production,0,0,0
01/10/2012,Receipts from Other Sources,0,0,0
01/10/2012,Imports,0,0,0
01/10/2012,LNG,0,0,0
01/10/2012,Pipeline,0,0,0
01/10/2012,Exports,0,0,0
01/10/2012,LNG,0,0,0
01/10/2012,Pipeline,0,0,0
01/10/2012,Stock Change,0,0,0
01/10/2012,Gross Inland Deliveries (Calculated),0,0,0
01/10/2012,Statistical Difference (Calculated),0,0,0
01/10/2012,Gross Inland Deliveries (Observed),0,0,0
01/10/2012,of which: Electricity and Heat Generation,0,0,0
01/10/2012,Closing Stocks,0,0,0
01/11/2012,Production,0,0,0
01/11/2012,Receipts from Other Sources,0,0,0
01/11/2012,Imports,0,0,0
01/11/2012,LNG,0,0,0
01/11/2012,Pipeline,0,0,0
01/11/2012,Exports,0,0,0
01/11/2012,LNG,0,0,0
01/11/2012,Pipeline,0,0,0
01/11/2012,Stock Change,0,0,0
01/11/2012,Gross Inland Deliveries (Calculated),0,0,0
